"dam_ID","dam_name","dam_height","storage","file","permit","water_right","river","basin","county","wm_district","wm_region","meridian","township","township_char","range","range_char","sctn","latitude","longitude","last_inspection","next_inspection","hazard","download_date"
"OR02974","SCHABER BRO S. RESERVOIR",20,26,"S-35",,"Cert:23524 OR *","Athey Creek",2,"CLAC",18,"NW REGION","WM",2,"S",1,"E",20,45.37929916,-122.71109008,"12/07/2016",2022,"Low","5/20/2017"
"OR02977","SCHARF RESERVOIR #2",15,35.8,"S-64",,"Cert:66103 OR *",,2,"POLK",16,"NW REGION","WM",6,"S",5,"W",15,45.04711111,-123.2937944,"03/07/2014",2020,"Low","5/20/2017"
"OR02978","Schwartz Reservoir",20,19.7,"S-7","R-2122","Cert:27998 OR *","Unnamed Trib to Coyote Creek",2,"LANE",2,"NW REGION","WM",18,"S",5,"W",21,43.98587036,-123.29965209,"04/21/2016",2016,"Significant","5/20/2017"
"OR02980","SCHINDLER RESERVOIR",29,15,"S-62",,"Cert:42460 OR *","Palmer Creek, Trib to",2,"YAMH",16,"NW REGION","WM",6,"S",3,"W",6,45.07611083,-123.10272216,"03/30/2009",2015,"Low","5/20/2017"
"OR03008","SERAFIN RESERVOIR",16,18,"S-19",,"Cert:83974 OR *","North Umpqua River, Trib to",16,"DOUG",15,"SW REGION","WM",26,"S",4,"W",32,43.25976181,-123.20748901,"01/26/2017",2023,"Low","5/20/2017"
"OR03010","SERRES RESERVOIR",14,10,"S-42",,"Cert:24377 OR *",,2,"MARI",16,"NW REGION","WM",5,"S",1,"W",16,45.13660812,-122.82438659,"03/18/2016",2022,"Low","5/20/2017"
"OR03011","LAURELWOOD ACADEMY LAGOON",13,24.1,"LG-67",,"Cert:81435 CR *;Cert:81435 CR *;Cert:81435 CR *","Treatment Plant",2,"WASH",18,"NW REGION","WM",2,"S",3,"W",5,45.4200592,-123.08271026,"12/05/2016",2022,"Low","5/20/2017"
"OR03012","SLEGERS SEWAGE LAGOON",10,38.6,"LG-81",,"Cert:65622 OR *","Dairy Waste",2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",34,45.17876815,-123.0456314,"07/23/2013",2019,"Low","5/20/2017"
"OR03013","SEXTON RESERVOIR",12,10,"S-71",,"Cert:2064 OR *","Dry Creek",10,"MALH",9,"E REGION","WM",24,"S",39,"E",7,43.50143814,-117.98890686,"08/23/2011",2017,"Low","5/20/2017"
"OR03017","SHAFFER RESERVOIR",15,13,"S-86",,"Cert:65566 OR *","South Yamhill River, Trib to",2,"POLK",16,"NW REGION","WM",6,"S",6,"W",15,45.05138015,-123.40975952,"03/17/2015",2018,"Significant","5/20/2017"
"OR03026","SHEEP",10.5,10,"S-36",,"Cert:58275 OR *",,11,"MALH",9,"E REGION","WM",25,"S",46,"E",24,43.37395858,-117.04380798,"NSI","NSI","Low","5/20/2017"
"OR03032","SHEEP LAKE",10,50,"S-140",,,"Chickahominy Creek",12,"HARN",10,"E REGION","WM",23,"S",25,"E",17,43.57055664,-119.75138854,"NSI","NSI","Low","5/20/2017"
"OR03040","SHERMAN STOCK RESERVOIR #1",28,36.2,"S-24A",,"Cert:23307 OR *","Sly Creek, Trib to",2,"COLU",18,"NW REGION","WM",4,"N",2,"W",36,45.78366851,-122.8816986,"05/16/2013",2019,"Low","5/20/2017"
"OR03041","SHERMAN STOCK RESERVOIR #2",28,14,"S-24B",,"Cert:22792 OR *",,2,"COLU",18,"NW REGION","WM",4,"N",2,"W",35,45.78147125,-122.8895111,"05/16/2013",2019,"Low","5/20/2017"
"OR03042","Sherwood Creek Reservoir",27,38,"S-88","R-3698","Permit: R  3698 *","Sherwood Creek",5,"CROO",11,"SC REGION","WM",17,"S",19,"E",18,44.0916481,-120.48989868,"04/30/2014",2020,"Low","5/20/2017"
"OR03049","SHOUN RESERVOIR",22,22.5,"S-44",,"Cert:29107 OR *","Horse Heaven Creek",5,"CROO",11,"SC REGION","WM",16,"S",19,"E",19,44.16397857,-120.49066162,"08/24/2015",2021,"Low","5/20/2017"
"OR03058","SIEGMUND PARCEL NO. 1",15,25,"S-48",,"Cert:31620 OR *","Barlamus Creek",2,"MARI",16,"NW REGION","WM",9,"S",1,"E",9,44.80913925,-122.69294738,"11/06/2015",2021,"Low","5/20/2017"
"OR03060","Macedo Dairy Lagoon",17,68,"LG-71",,,"Off-channel",2,"LINN",2,"NW REGION","WM",11,"S",1,"E",18,44.6123085,-122.73976898,"01/26/2012",2018,"Low","5/20/2017"
"OR03061","SIMMS SPRING RESERVOIR",23,47,"S-20",,"Cert:27336 OR *","Simms Creek",14,"KLAM",17,"SC REGION","WM",40,"S",12,"E",16,42.09883117,-121.42198181,"12/14/2010",2016,"Low","5/20/2017"
"OR03064","Simpson Dam (Polk)",22,42,"S-120","R-6057","Cert:57277 OR *","Salt Creek",2,"POLK",16,"NW REGION","WM",7,"S",5,"W",21,44.95566177,-123.29878997,"06/14/2012",2018,"Low","5/20/2017"
"OR03076","SPADA FARMS #2 (RYAN)",26,138.7,"S-82",,"Permit: R  13775 *",,2,"MARI",16,"NW REGION","WM",4,"S",1,"W",19,45.21393966,-122.85820007,"03/07/2013",2019,"Low","5/20/2017"
"OR03079","Skylane Farms Reservoir 3",26,13.5,"S-105","R-5754","Cert:87767 CF *","Unnamed",2,"CLAC",20,"NW REGION","WM",3,"S",1,"E",36,45.26195144,-122.6234436,"12/05/2011",2017,"Low","5/20/2017"
"OR03086","Metropolitan Sludge Ponds (Lagoon)",15,160,"LG-4",,,"Wastewater Lagoons (4)",2,"LANE",2,"NW REGION","WM",16,"S",4,"W",32,44.14086151,-123.20114898,"11/22/2010",2016,"Low","5/20/2017"
"OR03142","SPANGLER POND",11,25,"S-49",,"Cert:28980 CR *",,2,"WASH",18,"NW REGION","WM",1,"S",3,"W",27,45.45886993,-123.04299163,"03/09/2010",2015,"Low","5/20/2017"
"OR03143","SPANIOL RESERVOIR",11.1,11.8,"S-5",,"Cert:39815 OR *","Grebe Creek & Unnamed Creek",2,"WASH",18,"NW REGION","WM",3,"N",3,"W",32,45.70183181,-123.08503723,"10/31/2016",2022,"Low","5/20/2017"
"OR03165","ORCHARD HEIGHTS",10,12,"O-18",,"Cert:23310 OR *","Winslow Gulch",2,"POLK",16,"NW REGION","WM",7,"S",3,"W",18,44.96395874,-123.11022186,"06/03/2010",2016,"Low","5/20/2017"
"OR03181","STATE RESERVOIR (BLM)",21,29,"S-26",,"Permit: R  11903 *","Skull Creek, Trib to",12,"HARN",10,"E REGION","WM",21,"S",29,"E",9,43.76298141,-119.25634765,"NSI","NSI","Low","5/20/2017"
"OR03191","STEVENS",19,11,"S-27",,"Cert:24497 OR *",,2,"POLK",16,"NW REGION","WM",7,"S",4,"W",3,44.98509979,-123.1604309,"01/12/2011",2017,"Low","5/20/2017"
"OR03193","Stewart Reservoir (Grant)",18,31,"S-50","R-2656","Cert:32431 OR *","Flat Creek; Trib John Day River",6,"GRAN",4,"NC REGION","WM",13,"S",27,"E",35,44.39300155,-119.43846893,"11/25/2013",2019,"Low","5/20/2017"
"OR03194","STEWART RESERVOIR (POLK)",21,70,"S-23",,"Cert:21033 OR *","Athey Creek",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",8,45.0664215,-123.19877624,"09/03/2015",2021,"Low","5/20/2017"
"OR03200","STINKING WATER RESERVOIR",10,70,"R-51",,"Cert:79051 OR *","Pine Creek, Trib to",10,"HARN",10,"E REGION","WM",21,"S",34,"E",9,43.75774002,-118.53897857,"NSI","NSI","Low","5/20/2017"
"OR03216","STODDARD",10,40,"S-34",,"Cert:30761 OR *","Main Eagle Creek",9,"BAKE",8,"E REGION","WM",7,"S",44,"E",34,44.91519165,-117.31915283,"06/22/2015",2021,"Low","5/20/2017"
"OR03240","Sutherland Dam",24,44,"S-18","R-903","Cert:26200 OR *","Egli Canyon",12,"HARN",10,"E REGION","WM",25,"S",24,"E",28,43.37794113,-119.85681915,"11/03/2011",2017,"Low","5/20/2017"
"OR03242","SWAGERTY RESERVOIR",11.5,22.1,"S-58",,"Cert:35862 OR *","Stimpson Gulch",15,"JACK",13,"SW REGION","WM",36,"S",1,"W",34,42.39804077,-122.8072586,"02/10/2010",2016,"Low","5/20/2017"
"OR03252","Tadmore Lake Dam",23,29,"T-11","R-5841","Cert:51281 OR *",,2,"LINN",2,"NW REGION","WM",13,"S",1,"E",2,44.46818161,-122.65116119,"10/24/2013",2019,"Low","5/20/2017"
"OR03256","TANGEN-A. L. IRIG RESERVOIR",17,25,"T-12",,"Cert:22118 OR *",,2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",12,45.32241821,-123.01109313,"02/26/2016",2022,"Low","5/20/2017"
"OR03257","Tankersley Reservoir",10,32.2,"T-8","R-7803","Cert:67351 OR *","Unnamed, trib Tualatin River",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",34,45.43445968,-122.9113388,"01/30/2013",2019,"Low","5/20/2017"
"OR03315","True Blue Reservoir No. 2",13,10,"T-16","R-808","Cert:28763 OR *","True Blue Creek",9,"BAKE",8,"E REGION","WM",11,"S",43,"E",31,44.55667114,-117.50303649,"04/27/2011",2017,"Low","5/20/2017"
"OR03317","Tualatin Park",22,27.5,"T-47","R-5251","Cert:75903 OR *","Tualatin River, Trib to",2,"WASH",18,"NW REGION","WM",2,"S",1,"W",27,45.36864852,-122.78907012,"01/13/2013",2016,"Significant","5/20/2017"
"OR03336","TWIN RESERVOIR (LARGE)",11,10.16,"T-7",,"Cert:78167 CR *","Antelope Reservoir , Trib to",11,"MALH",9,"E REGION","WM",31,"S",45,"E",26,42.83158111,-117.17614746,"NSI","NSI","Low","5/20/2017"
"OR03340","TWO MILE RESERVOIR",19,48,"T-10",,"Cert:22117 OR *",,11,"MALH",9,"E REGION","WM",40,"S",43,"E",33,42.05710983,-117.67530822,"NSI","NSI","Low","5/20/2017"
"OR03367","ELMER FARMS DAM",20,28.4,"E-14",,"Cert:27756 OR *","Randall Creek",2,"CLAC",20,"NW REGION","WM",4,"S",3,"E",20,45.20254135,-122.45706176,"05/18/2009",2015,"Low","5/20/2017"
"OR03369","ZEHNER",15,14.3,"Z-3",,"Cert:49804 CF *","Unnamed",2,"MARI",16,"NW REGION","WM",4,"S",1,"W",33,45.18444824,-122.81974029,"02/09/2016",2021,"Low","5/20/2017"
"OR03377","POLEHN DAM",19,9.5,"P-32",,"Cert:28175 OR *","Unnamed",2,"CLAC",20,"NW REGION","WM",3,"S",3,"E",8,45.31840133,-122.47595214,"12/08/2011",2017,"Low","5/20/2017"
"OR03380","SCHAEFER, RAY RESERVOIR",25,17.7,"S-54",,"Cert:35426 OR *","Rock Creek, Trib of",2,"CLAC",16,"NW REGION","WM",6,"S",1,"E",4,45.08391952,-122.69209289,"10/02/2015",2021,"Low","5/20/2017"
"OR03385","PARIS, E.L.",13,46.9,"P-5",,"Cert:35831 OR *",,16,"DOUG",15,"SW REGION","WM",26,"S",2,"W",13,43.30521011,-122.87564849,"01/26/2017",2023,"Low","5/20/2017"
"OR03388","Pfrang #1",10,10,"P-26","R-4594","Cert:37209 OR *",,13,"LAKE",12,"SC REGION","WM",38,"S",20,"E",28,42.2463417,-120.36637115,"07/05/2011",2017,"Low","5/20/2017"
"OR03392","KUENZI, LEE A.",22,15,"K-38",,"Cert:38369 OR *",,2,"MARI",16,"NW REGION","WM",7,"S",1,"W",28,44.93021011,-122.81175231,"02/09/2016",2022,"Low","5/20/2017"
"OR03394","STADELI",22.5,47,"S-59",,"Cert:39809 OR *",,2,"MARI",16,"NW REGION","WM",7,"S",1,"W",4,44.99253082,-122.80988311,"09/29/2014",2019,"Low","5/20/2017"
"OR03395","NEAL MILLER",10,31.3,"N-25",,"Cert:36330 OR *","Case Creek",2,"MARI",16,"NW REGION","WM",4,"S",2,"W",26,45.18843841,-122.89251708,"02/11/2016",2022,"Low","5/20/2017"
"OR03411","Day Reservoir",26,12.25,"D-8","R-5581","Cert:43224 OR *","Milk Creek",2,"CLAC",20,"NW REGION","WM",4,"S",2,"E",9,45.23685277,-122.57863888,"10/18/2010",2015,"Significant","5/20/2017"
"OR03451","ROCK QUARRY, UPPER",15,30,"R-30",,"Cert:26833 OR *","Rock Quarry Canyon",12,"HARN",10,"E REGION","WM",23,"S",27,"E",25,43.54547882,-119.41999816,"08/17/2011",2017,"Low","5/20/2017"
"OR03466","VALLEY RESERVOIR",10,15,"V-3",,"Cert:51419 OR *","Piute Creek, Trib to",12,"LAKE",10,"E REGION","WM",40,"S",26,"E",32,42.05356979,-119.67478942,"NSI","NSI","Low","5/20/2017"
"OR03467","VON BORSTEL RESERVOIR #1",18,28.2,"V-10",,"Cert:75745 OR *",,5,"SHER",3,"NC REGION","WM",4,"S",16,"E",24,45.2118988,-120.75743865,"06/06/2016",2022,"Low","5/20/2017"
"OR03468","VAN BEEK (LAGOON)",10,17.7,"LG-40",,"Cert:68528 OR *","Dairy Waste",2,"BENT",16,"NW REGION","WM",14,"S",5,"W",18,44.35623931,-123.33251953,"06/29/2010",,"Low","5/20/2017"
"OR03477","VOGEL RESERVOIR",15,30,"V-19",,"Cert:8278 OR *","Union Creek",9,"BAKE",8,"E REGION","WM",10,"S",39,"E",21,44.68468856,-117.93354797,"04/30/2016",2022,"Low","5/20/2017"
"OR03478","VON BORSTEL STOCK POND NO. 1",20,18,"V-11",,"Cert:26154 OR *","Finnegan Hollow",5,"SHER",3,"NC REGION","WM",4,"S",17,"E",6,45.25400161,-120.73040771,"06/06/2016",2022,"Low","5/20/2017"
"OR03495","WALL S RESERVOIR",23,38,"W-32",,"Cert:26592 OR *",,2,"POLK",16,"NW REGION","WM",7,"S",5,"W",10,44.97713088,-123.29308319,"03/10/2014",2020,"Low","5/20/2017"
"OR03497","WALLER NO. 1 (PUMPSUMP)",11,10.4,"W-58A",,"Cert:39267 OR *","Rudio",6,"GRAN",4,"NC REGION","WM",10,"S",26,"E",1,44.73749923,-119.55110931,"10/12/2016",2022,"Low","5/20/2017"
"OR03498","WALLOWA SALMON POND 1",10,24,"W-33",,"Cert:7906 OR *","Spring and Hurricane Creeks",8,"WALL",7,"E REGION","WM",2,"S",44,"E",3,45.41751098,-117.30091857,"08/27/2015",2021,"Low","5/20/2017"
"OR03499","WALLOWA SALMON POND 2",12,22,"W-33B",,"Cert:7907 OR *","Spring and Hurricane Creeks",8,"WALL",7,"E REGION","WM",2,"S",44,"E",3,45.41751098,-117.30153656,"null",0,"Low","5/20/2017"
"OR03513","Walters, Glenn #3",23,37,"W-86","R-6580","Cert:63631 OR *","Tualitin River, Trib to",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",21,45.47621154,-123.06323242,"11/12/2010",2016,"Low","5/20/2017"
"OR03520","Webb Reservoir (Sherman)",28,12,"W-22","R-6150","Cert:51048 OR *","Kerr Creek",5,"SHER",3,"NC REGION","WM",4,"S",14,"E",2,45.2521286,-121.02275848,"07/28/2014",2020,"Low","5/20/2017"
"OR03524","WELLSPRING DAM",18,15.5,"W-60",,"Cert:44333 OR *","Unnamed Trib Heaton Creek",2,"WASH",18,"NW REGION","WM",2,"S",2,"W",21,45.38695907,-122.93778991,"01/31/2013",2019,"Low","5/20/2017"
"OR03526","WERNER (LOWER)",17,32,"W-26B",,"Cert:22125 OR *",,15,"JOSE",14,"SW REGION","WM",35,"S",6,"W",21,42.50312042,-123.42009735,"04/20/2014",2018,"Low","5/20/2017"
"OR03545","WEST SUNSTONE",23,31.1,"W-21",,"Cert:67054 OR *","Miners Draw",13,"LAKE",12,"SC REGION","WM",33,"S",24,"E",4,42.73815555,-119.89033333,"NSI","NSI","Low","5/20/2017"
"OR03550","WHEELER CANYON RESERVOIR",10.7,16.3,"W-24",,"Cert:54381 OR *","Wheeler Canyon",16,"DOUG",15,"SW REGION","WM",24,"S",5,"W",17,43.48001098,-123.32653808,"12/28/2016",2022,"Low","5/20/2017"
"OR03559","White Butte Reservoir",15,20,"W-28","R-462","Cert:3926 OR *","Nelson Creek",6,"WHEE",21,"NC REGION","WM",12,"S",21,"E",28,44.50299835,-120.21417236,"NSI","NSI","Low","5/20/2017"
"OR03579","WILDHORSE BASIN RESERVOIR",14,26.75,"W-35",,"Cert:66763 OR *","Malheur River, Trib to",10,"MALH",9,"E REGION","WM",22,"S",39,"E",22,43.64340972,-117.9316101,"NSI","NSI","Low","5/20/2017"
"OR03592","WILSON, J. M. NO.2 ENLG.",20,31,"W-39",,"Cert:31110 OR *","Finnegan Hollow Creek",5,"SHER",3,"NC REGION","WM",4,"S",17,"E",21,45.21339035,-120.69891357,"12/08/2015",2021,"Low","5/20/2017"
"OR03613","WORDEN, FRANKS RESERVOIR 1",18,13,"W-96",,"Inchoate: T  10425 CF (REG) *",,14,"KLAM",17,"SC REGION","WM",39,"S",11,"E",29,42.14967,-121.42476,"10/21/2014",2020,"Low","5/20/2017"
"OR03614","WORDEN, FRANKS RESERVOIR 3",11,10,"W-8",,"Inchoate: T  10425 CF (REG) *",,14,"KLAM",17,"SC REGION","WM",39,"S",11,"E",33,42.14978027,-121.41786193,"NSI","NSI","Low","5/20/2017"
"OR03629","Yokom Reservoir",25,45,"Y-1","R-904","Cert:29493 OR *","Birch Creek",6,"GRAN",4,"NC REGION","WM",13,"S",29,"E",22,44.43507003,-119.2155838,"01/27/2014",2020,"Low","5/20/2017"
"OR03637","ZENCZAK RESERVOIR",20,13,"Z-12",,"Cert:41835 OR *","Trib to Two Springs",2,"BENT",16,"NW REGION","WM",11,"S",6,"W",4,44.63943099,-123.42144012,"null",2015,"Low","5/20/2017"
"OR03668","HANNA RESERVOIR",17.4,34.7,"H-39",,,"Trib of Bully Creek",10,"MALH",9,"E REGION","WM",17,"S",39,"E",35,44.04666519,-117.89333343,"NSI","NSI","Low","5/20/2017"
"OR03682","JOHN MESSER FARM DAM",21,16,"M-96",,"Cert:84089 OR *","Trib of Salt Creek",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",31,45.01245117,-123.35164642,"02/22/2016",2022,"Low","5/20/2017"
"OR03686","BAUDER RESERVOIR",17,15,"B-94",,"Cert:84549 OR *","West Fork Claskanie River",1,"COLU",18,"NW REGION","WM",5,"N",3,"W",23,45.9018402,-123.01660919,"03/18/2015",2021,"Low","5/20/2017"
"OR03698","HICKS CANYON DAM",25,14.7,"H-68",,,"Trib of Jordan Creek",11,"MALH",9,"E REGION","WM",31,"S",45,"E",13,42.85833358,-117.16666412,"NSI","NSI","Low","5/20/2017"
"OR03699","EMERY RESERVOIR",20,30,"E-40",,"Cert:72306 OR *","Deep Creek, Trib of",13,"LAKE",12,"SC REGION","WM",39,"S",22,"E",30,42.15615081,-120.17443847,"10/22/2014",2020,"Low","5/20/2017"
"OR03700","Ritter (LARGE)",29.7,293,"R-15","R-11241","Cert:85520 CR *;Cert:85520 CR *","Wildhorse Creek",14,"KLAM",17,"SC REGION","WM",38,"S",11,"E",5,42.30297088,-121.43161773,"11/03/2010",2016,"Low","5/20/2017"
"OR03704","Mud Creek Dam (BLM)",12,126,"M-80","APR-79533",,"Mud Creek; Trib to Owyhee River",11,"MALH",9,"E REGION","WM",28,"S",42,"E",21,43.11883163,-117.5878067,"NSI","NSI","Low","5/20/2017"
"OR03707","FISH CREEK FOREBAY (DOUGLAS)",14,140,"F-44B",,,"Fish Creek via canal",16,"DOUG",15,"SW REGION","WM",26,"S",3,"E",34,43.27103042,-122.4546585,"NSI","NSI","Low","5/20/2017"
"OR03712","Spalding Pond Reservoir",37,25,"S-131","R-11559","Permit: R  11559 *","Soldier Creek",15,"JOSE",14,"SW REGION","WM",37,"S",9,"W",13,42.34677886,-123.70533752,"NSI","NSI","Low","5/20/2017"
"OR03713","FAIRVIEW LAKE",18,411,"F-47",,"Cert:90062 OR *","Columbia Slough",2,"MULT",20,"NW REGION","WM",1,"N",3,"E",21,45.5513916,-122.45657348,"03/12/2014",2020,"Low","5/20/2017"
"OR03714","WESTON EDA WWT LAGOON",18.5,123,"LG-64",,,"Industrial Waste",7,"UMAT",5,"NC REGION","WM",4,"N",35,"E",15,45.82461166,-118.42836761,"07/28/2016",2022,"Low","5/20/2017"
"OR03715","Freezeout Reservoir",24,185,"F-10","R-939",,"Long Hollow Creek",5,"CROO",11,"SC REGION","WM",20,"S",24,"E",5,43.86373138,-119.87046813,"05/12/2011",2017,"Low","5/20/2017"
"OR03716","FOSTER RANCH #4",14,29,"F-46",,"Cert:89988 OR *","Off Channel",9,"BAKE",8,"E REGION","WM",10,"S",40,"E",6,44.72346878,-117.86930084,"04/21/2016",2022,"Low","5/20/2017"
"OR03717","LACROUTE",19,50,"L-46",,"Cert:85267 OR *","Unnamed Trib/Yamhill Creek",2,"YAMH",16,"NW REGION","WM",2,"S",4,"W",26,45.36586388,-123.14114722,"03/15/2013",2019,"Low","5/20/2017"
"OR03718","THREE MILE FALLS DIVERSION DAM",24,10,"T-52",,,"Umatilla",7,"UMAT",5,"NC REGION","WM",5,"N",28,"E",28,45.88222122,-119.32277679,"NSI","NSI","Low","5/20/2017"
"OR03719","SAGEHORN",15,34,"S-122",,"Cert:68616 OR *","Dry Prairie Creek",14,"KLAM",17,"SC REGION","WM",37,"S",13,"E",22,42.34040832,-121.1578598,"11/05/2010",2016,"Low","5/20/2017"
"OR03720","Midway Nursery",31,55,"M-97","R-11266","Cert:76646 OR *","Unnamed Trib/McFee Creek",2,"WASH",18,"NW REGION","WM",2,"S",2,"W",8,45.40702056,-122.96132659,"10/21/2010",2016,"Low","5/20/2017"
"OR03721","MURRAYHILL RESERVOIR",13,17,"M-98",,"Cert:67698 OR *","Unnamed Trib/Summer Creek",2,"WASH",18,"NW REGION","WM",1,"S",1,"W",32,45.43983078,-122.82621765,"10/27/2016",2022,"Low","5/20/2017"
"OR03722","WILLIAMSON",11,38,"W-88",,"Cert:83212 OR *","Unnamed Trib/Tualatin River",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",22,45.46266937,-122.92645263,"10/26/2010",2016,"Low","5/20/2017"
"OR03723","Fred Creek Lake Dam",22,43,"F-50","APR-75528",,"Fred Creek, Trib to Rock Creek",6,"WHEE",4,"NC REGION","WM",13,"S",24,"E",3,44.47129821,-119.83402252,"01/21/2014",2020,"Low","5/20/2017"
"OR03724","MILTON-FREEWATER LAGOON N-3",12,161.2,"LG-5",,"Cert:93042 OR *","Unnamed Trib/Walla Walla River",7,"UMAT",5,"NC REGION","WM",6,"N",35,"E",31,45.95119094,-118.48452758,"08/26/2016",2022,"Low","5/20/2017"
"OR03725","MERIDIAN RESERVOIR",38,95,"M-106",,"Cert:87424 OR *","Unnamed Trib/Rock Creek",2,"MARI",16,"NW REGION","WM",5,"S",1,"E",7,45.15395922,-122.74057811,"10/21/2015",2021,"Low","5/20/2017"
"OR03726","KATZ FARM",17,675,"K-43",,"Cert:76522 CR *","Off Channel",2,"YAMH",16,"NW REGION","WM",3,"S",4,"W",33,45.26889038,-123.18811035,"05/13/2016",2019,"Significant","5/20/2017"
"OR03727","Gardiner",25,90,"G-41","R-11817","Cert:93080 OR *","Unnamed Stream/Trib Umpqua",16,"DOUG",15,"SW REGION","WM",21,"S",12,"W",26,43.72336959,-124.10375976,"12/05/2013",2016,"Significant","5/20/2017"
"OR03728","HENDRICKSON",25,24.5,"H-62",,"Cert:84858 OR *","Unnamed Trib/Little Luckiamute",2,"POLK",16,"NW REGION","WM",9,"S",6,"W",12,44.80585861,-123.3602066,"10/10/2014",2019,"Low","5/20/2017"
"OR03729","MOSS FLAT",11,993,"M-101",,"Permit: R  11248 *","Unnamed Trib/North Fork Cox Creek",13,"LAKE",12,"SC REGION","WM",36,"S",19,"E",36,42.41102981,-120.42688751,"10/01/2015",2021,"Low","5/20/2017"
"OR03730","RICKREALL DAIRY LAGOON",12,157.5,"LG-6",,,"Off Channel",2,"POLK",16,"NW REGION","WM",7,"S",4,"W",29,44.93265151,-123.210289,"08/21/2014",2020,"Low","5/20/2017"
"OR03731","LAKEWOOD ESTATES",30,78,"L-51",,"Cert:80520 OR *","Unnamed Trib/Mill Creek",2,"MARI",16,"NW REGION","WM",4,"S",1,"W",22,45.20449066,-122.78842163,"03/12/2015",2021,"Low","5/20/2017"
"OR03732","TWIGG RESERVOIR",16,64.8,"T-22",,"Cert:26844 OR *","Unnamed Trib/Christensen Creek",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",36,45.43595123,-123.00237274,"11/09/2016",2022,"Low","5/20/2017"
"OR03733","Love Reservoir (Malheur)",44,2560,"L-2",,,"Unnamed Trib/Birch Creek",10,"MALH",9,"E REGION","WM",15,"S",45,"E",20,44.24721908,-117.22972869,"08/26/2015",2018,"Significant","5/20/2017"
"OR03734","CASTRO RESERVOIR",20.2,69,"C-105",,,"Spring Branch Creek",11,"MALH",9,"E REGION","WM",32,"S",46,"E",18,42.76860809,-117.11106109,"NSI","NSI","Low","5/20/2017"
"OR03735","CLOVER CREEK RESERVOIR (BAKER)",30,68,"C-93",,"Cert:72332 OR *","Clover Creek",9,"BAKE",8,"E REGION","WM",8,"S",42,"E",26,44.84693908,-117.53486633,"04/27/2017",2023,"Low","5/20/2017"
"OR03736","Van Conklin Dam #5",26,127,"V-5d","R-7805","Cert:67134 OR *","Unnamed Trib/White River",5,"WASC",3,"NC REGION","WM",5,"S",12,"E",8,45.15724945,-121.33624267,"05/20/2014",2020,"Low","5/20/2017"
"OR03737","VAN DAM DAIRY LAGOON",16,34.5,"LG-7",,,"Off Channel",2,"MARI",16,"NW REGION","WM",8,"S",2,"W",32,44.82849121,-122.96617889,"05/06/2014",2020,"Low","5/20/2017"
"OR03738","Sar Ben Dairy Lagoon #1",14,10,"LG-8a","R-14009",,"Off Channel",2,"MARI",16,"NW REGION","WM",4,"S",2,"W",4,45.25234985,-122.94696807,"06/24/2014",2020,"Low","5/20/2017"
"OR03739","Jaca Dam",34,3400,"J-3",,,"Crooked Creek",11,"MALH",9,"E REGION","WM",33,"S",40,"E",9,42.69842147,-117.82386016,"08/28/2012",2018,"Low","5/20/2017"
"OR03740","Koning ""E"" Reservoir",24,90,"K-41a","R-11498","Permit: R  11498 *","Unnamed Trib/Ash Swale",2,"POLK",16,"NW REGION","WM",7,"S",4,"W",5,44.99406051,-123.21447753,"03/26/2015",2018,"Significant","5/20/2017"
"OR03741","KONING ""F"" RESERVOIR",23,99,"K-41B",,"Permit: R  11498 *","Unnamed Trib to Ash Swale",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",31,45.00460052,-123.21544647,"08/22/2012",2018,"Low","5/20/2017"
"OR03742","BLAINE #1",15,70,"B-103",,,"Off Channel",5,"WASC",3,"NC REGION","WM",4,"S",12,"E",33,45.1736412,-121.31298065,"05/20/2014",2020,"Low","5/20/2017"
"OR03743","Port of Morrow WWT Lagoon",20,436,"LG-45",,,"Off Channel",7,"MORR",5,"NC REGION","WM",4,"N",26,"E",6,45.85718917,-119.6214981,"04/01/2015",2021,"Low","5/20/2017"
"OR03744","THOMAS RESERVOIR #2 (MALHEUR)",14,16,"T-17",,,"Unnamed Trib/Willow Creek",10,"MALH",9,"E REGION","WM",17,"S",44,"E",16,44.0933113,-117.33818054,"05/16/2012",2018,"Low","5/20/2017"
"OR03745","HAYMAKER GULCH RESERVOIR",13,16,"H-15",,,"Haymaker Gulch",10,"MALH",9,"E REGION","WM",17,"S",44,"E",16,44.0866394,-117.33399963,"05/16/2012",2018,"Low","5/20/2017"
"OR03746","LAKE TAHOE DAM",15,15.2,"L-6",,"Cert:89637 OR *","Summit Creek/Trib South Fork Trask",1,"TILL",1,"NW REGION","WM",2,"S",7,"W",31,45.35002899,-123.60176849,"01/26/2011",2017,"Low","5/20/2017"
