dam_ID,dam_name,dam_height,storage,file,permit,water_right,exempt_category,river,basin,county,wm_district,wm_region,meridian,township,township_char,range,range_char,sctn,latitude,longitude,last_inspection_state,next_inspection,hazard
OR00522,Langdon Lake Dam,12,253,L-48,R-5710,Cert:40151 OR *,,Lookingglass,8,UMAT,6,E REGION,WM,4,N,38,E,32,45.77637,-118.089404,2012-07-24,2018,L
OR00523,Lester James #1,22,106,J-8,R-5738,Cert:44611 OR *,,Snyder Creek,15,JACK,13,SW REGION,WM,35,S,2,W,33,42.48804855,-122.95162963,2014-02-03,2017,S
OR00524,Mercer Reservoir,79,1550,D-35,R-5755,Cert:80164 OR *,,Rickreall Creek,2,POLK,16,NW REGION,WM,8,S,6,W,6,44.90377044,-123.47017669,2015-09-25,2016,H
OR00525,Trask River Barney Reservoir,122,20000,H-29,R-5773,Cert:81023 OR *,,M. Fork of North Fork Trask River,1,WASH,18,NW REGION,WM,1,S,6,W,26,45.44839166,-123.39351111,2014-03-26,2015,H
OR00526,Iverson Reservoir (Douglas),32,51,I-13,R-5779,Cert:44588 OR *,,Bear Creek,16,DOUG,15,SW REGION,WM,28,S,8,W,22,43.12314987,-123.63938903,2010-07-08,2016,L
OR00527,Whispering Winds,25,100,W-80,R-5807,Cert:47781 OR *,,Burgett Creek,2,BENT,16,NW REGION,WM,11,S,6,W,7,44.6363182,-123.45809936,2014-10-20,2020,L
OR00528,Hoover Pond 3,14,109,H-33c,R-5817,Cert:41309 OR *,,Branch of Whetstone Creek,15,JACK,13,SW REGION,WM,36,S,1,W,21,42.41910171,-122.8288269,2012-02-14,2015,S
OR00529,Hoover Pond 2,26,68,H-33b,R-5817,Cert:41309 OR *,,Branch of Whetstone Creek,15,JACK,13,SW REGION,WM,36,S,1,W,22,42.42010116,-122.82282257,2012-02-14,2015,S
OR00530,Hoover Pond 1,17,139,H-33a,R-5817,Cert:41309 OR *,,Branch of Whetstone Creek,15,JACK,13,SW REGION,WM,36,S,1,W,20,42.41894149,-122.8164215,2012-02-14,2015,S
OR00531,Alder Creek,55,800,A-3,R-5844,Cert:46777 OR *,,Alder Creek,10,HARN,10,E REGION,WM,25,S,35,E,19,43.38309097,-118.46634674,2014-10-08,2020,L
OR00532,Spring Lake Estates,34,120,S-74,R-5869,Cert:48849 OR *,,"Willamette River, Trib to",2,MARI,16,NW REGION,WM,9,S,3,W,9,44.80271148,-123.05837249,2012-12-12,2015,S
OR00533,Pitt Lake Dam,11,122,P-56,,,FEDERAL,"Barnes Valley Creek, Trib to",14,LAKE,17,SC REGION,WM,39,S,16,E,4,42.21644973,-120.83979034,,,L
OR00535,Cottonwood - Lake Company,60,11400,C-6,R-7802,Cert:81734 OR *,,Cottonwood Creek & trib,13,LAKE,12,SC REGION,WM,38,S,19,E,29,42.24282836,-120.50991821,2015-08-11,2016,H
OR00537,Delintment Lake Dam,20,415,D-59,R-3895,Cert:44941 OR *,FEDERAL,,12,HARN,10,E REGION,WM,19,S,26,E,29,43.89004898,-119.6250534,,,L
OR00538,Squaw Lake (Jackson),35,1100,S-33,R-734,Cert:14596 OR *,FEDERAL,Squaw Creek,15,JACK,13,SW REGION,WM,41,S,3,W,2,42.03707122,-123.02443695,,,L
OR00539,Carmen Diversion,44,261,C-51a,R-2138,Cert:80726 OR *,FEDERAL,Mckenzie River,2,LINN,2,NW REGION,WM,14,S,7,E,20,44.33837127,-122.00582122,,,S
OR00540,Trail Bridge Reg. Reservoir,96,2263,C-51b,R-2364,Cert:80729 OR *,FEDERAL,McKenzie & Smith Rivers,2,LINN,2,NW REGION,WM,15,S,6,E,11,44.27280044,-122.04946136,,,H
OR00541,Smith River,228,15000,C-51c,R-5117,Cert:80782 OR *,FEDERAL,Smith River and McKenzie River,2,LINN,2,NW REGION,WM,14,S,6,E,36,44.30728149,-122.04712677,,,H
OR00542,Clearwater #1 Forebay,17,154,C-91b,HE-19,Cert:84409 OR *,FEDERAL,Clearwater River,16,DOUG,15,SW REGION,WM,26,S,4,E,35,43.25642013,-122.32113647,,,L
OR00543,Lake Roslyn,45,2011,R-31,PC-117,,FEDERAL,Big and Little Sandy Rivers,3,CLAC,20,NW REGION,WM,2,S,5,E,6,45.4287796,-122.24175262,,,S
OR00544,Frog Lake,70,460,O-1,HE-186,Cert:89174 OR *,FEDERAL,Oak Grove Fork Clackamas River,2,CLAC,20,NW REGION,WM,5,S,6,E,35,45.09405136,-122.04366302,,,S
OR00545,Timothy Lake,110,81000,T-41,HE-186,Cert:89174 OR *,FEDERAL,Oak Grove Fork Clackamas River,2,CLAC,20,NW REGION,WM,5,S,8,E,26,45.11376953,-121.80660247,,,S
OR00546,Harriet Lake,75,400,H-42,HE-186,Cert:89174 OR *,FEDERAL,Oak Grove Fork Clackamas River,2,CLAC,20,NW REGION,WM,6,S,7,E,4,45.0746994,-121.96977996,,,S
OR00547,Pelton Regulating Dam,78,4500,P-70,HE-222,,FEDERAL,Deschutes River,5,JEFF,11,SC REGION,WM,10,S,12,E,12,44.72410964,-121.24768066,,,H
OR00548,Pelton Dam,204,37300,P-1,HE-222,,FEDERAL,Deschutes River,5,JEFF,11,SC REGION,WM,10,S,13,E,18,44.69411087,-121.23104095,,,H
OR00549,Round Butte Dam,440,535000,R-56,HE-217,Cert:82826 OR *,FEDERAL,Deschutes and Metolius Rivers,5,JEFF,11,SC REGION,WM,11,S,12,E,22,44.60326004,-121.27712249,,,H
OR00550,North Fork Dam (Clackamas),207,21000,N-21,HE-202,,FEDERAL,Clackamas River,2,CLAC,20,NW REGION,WM,4,S,4,E,11,45.24320983,-122.28015136,,,H
OR00551,Faraday Diversion Dam,84,560,F-24,HE-203,,FEDERAL,Clackamas River,2,CLAC,20,NW REGION,WM,3,S,4,E,33,45.26776885,-122.32025146,,,H
OR00552,River Mill Dam,90,12200,R-40,PC-116,,FEDERAL,Clackamas River,2,CLAC,20,NW REGION,WM,3,S,4,E,20,45.29953002,-122.35041809,,,S
OR00553,Leaburg Dam,15,459,L-35,PC-724,Cert:27661 OR *,FEDERAL,McKenzie River,2,LANE,2,NW REGION,WM,16,S,2,E,31,44.13761901,-122.61215972,,,H
OR00554,Toketee Lake Dam,58,1400,T-42,HE-23,,FEDERAL,North Umpqua River,16,DOUG,15,SW REGION,WM,26,S,3,E,35,43.26427841,-122.4208908,,,L
OR00555,Soda Springs Dam,128,710,S-106,HE-23,,FEDERAL,North Umpqua River,16,DOUG,15,SW REGION,WM,26,S,3,E,18,43.30284881,-122.49495697,,,S
OR00556,Lemolo Lake Dam,120,14650,L-38a,HE-21,,FEDERAL,North Umpqua River,16,DOUG,15,SW REGION,WM,26,S,5,E,11,43.32247924,-122.194458,,,H
OR00557,Upper Klamath Lake,22,873500,U-3,PC-35,,FEDERAL,Link River,14,KLAM,17,SC REGION,WM,38,S,9,E,30,42.23398971,-121.80200958,,,H
OR00558,Keno Dam,41,5300,K-32,HE-231,,FEDERAL,Klamath River,14,KLAM,17,SC REGION,WM,39,S,7,E,36,42.13467025,-121.94864654,,,L
OR00559,JC Boyle Dam,58,3377,J-26,HE-180,,FEDERAL,Klamath River,14,KLAM,17,SC REGION,WM,40,S,7,E,6,42.12231063,-122.04850006,,,H
OR00560,North Fork Diversion (Rogue),58,250,P-69a,PC-721,,FEDERAL,North Fork Rogue River,15,JACK,13,SW REGION,WM,32,S,3,E,29,42.75627899,-122.49815368,,,S
OR00561,Slide Creek Dam,45,50,S-111,HE-23,,FEDERAL,North Umpqua River,16,DOUG,15,SW REGION,WM,26,S,3,E,27,43.2751007,-122.44873046,,,S
OR00562,Fish Creek Diversion Dam,14,71,F-44a,HE-20,,FEDERAL,Fish Creek,16,DOUG,15,SW REGION,WM,27,S,3,E,23,43.21072006,-122.42669677,,,S
OR00563,Clearwater Forebay #2,24,68,C-91d,HE-19,Cert:84409 OR *,FEDERAL,Clearwater River,16,DOUG,15,SW REGION,WM,26,S,3,E,36,43.26459121,-122.40943145,,,S
OR00564,Lemolo Forebay #2,32,127,L-38c,HE-21,,FEDERAL,North Umpqua River,16,DOUG,15,SW REGION,WM,26,S,3,E,24,43.28979873,-122.40589141,,,L
OR00565,Stump Lake Dam,17,152,C-91a,HE-19,Cert:84409 OR *,FEDERAL,Clearwater Rivr,16,DOUG,15,SW REGION,WM,27,S,5,E,6,43.24623107,-122.28199005,,,L
OR00566,North Canal Diversion Dam,33,40,N-12,PC-134,,,Deschutes River,5,DESC,11,SC REGION,WM,17,S,12,E,29,44.07567977,-121.30689239,2015-10-05,2016,H
OR00567,Duncan Reservoir,31,284,D-4,R-5837,Cert:46981 OR *,FEDERAL,Duncan Creek,13,LAKE,12,SC REGION,WM,29,S,15,E,9,43.07099151,-120.94364929,,,L
OR00568,Big Rock Reservoir,31,41,B-27,R-5459,Cert:41100 OR *,FEDERAL,Mary Ann Draw,13,LAKE,12,SC REGION,WM,34,S,23,E,34,42.57455825,-119.99205017,,,L
OR00569,Mud Lake Detention Dam,20,2000,M-115,R-3272,Cert:57737 CF *,FEDERAL,"Fish Creek, Trib to",13,LAKE,12,SC REGION,WM,39,S,26,E,6,42.2116661,-119.71499633,,,L
OR00570,Morrison Reservoir,34,115,M-36,R-5339,Cert:59010 OR *,FEDERAL,"Malheur River, Trib to",10,MALH,9,E REGION,WM,17,S,43,E,6,44.11352157,-117.49273681,,,L
OR00571,Squaw Creek Reservoir,33,43,S-96,R-5149,Cert:39787 OR *,FEDERAL,South Fork Squaw Creek,10,MALH,9,E REGION,WM,21,S,41,E,30,43.7199707,-117.73168945,,,L
OR00572,Round Valley Reservoir,16,2719,R-14,R-2184,Cert:34366 OR *,FEDERAL,Run-Off from Watershed,14,KLAM,17,SC REGION,WM,39,S,14,E,33,42.13927078,-121.07186889,,,L
OR00573,Upper Midway Reservoir,14,286,M-44,R-2183,Cert:72422 OR *,FEDERAL,Run-Off from Watershed,14,KLAM,17,SC REGION,WM,40,S,14.5,E,11,42.11500167,-121.02610778,,,L
OR00574,Dog Hollow Reservoir,17,445,D-36,R-2182,Cert:72424 OR *,FEDERAL,Unnamed Trib; East Fork Lost River,14,KLAM,17,SC REGION,WM,40,S,14.5,E,7,42.11317062,-121.1040802,,,L
OR00575,Krumbo Reservoir,29,1660,K-4,R-2124,Cert:33824 OR *,FEDERAL,Krumbo Creek,12,HARN,10,E REGION,WM,30,S,32,E,19,42.95531845,-118.81169128,,,L
OR00576,Morgan Reservoir (USFW),25,461,M-50,R-4520,Cert:89209 CF *,FEDERAL,Baskett Slough,2,POLK,16,NW REGION,WM,7,S,5,W,11,44.98126983,-123.26177215,,,L
OR00577,Mason Dam,167,114000,M-107,R-5083,Cert:52007 OR *,FEDERAL,Powder River,9,BAKE,8,E REGION,WM,10,S,38,E,24,44.6726799,-118.00048065,,,H
OR00578,Bully Creek Dam,121,38900,B-107,R-4456,Permit: R  4456 *,FEDERAL,Bully Creek & Malheur River,10,MALH,9,E REGION,WM,18,S,43,E,12,44.01340103,-117.39768981,,,H
OR00579,Prineville Reservoir (Bowman),188,235000,P-36,R-2223,Cert:57612 OR *,FEDERAL,Crooked River,5,CROO,11,SC REGION,WM,17,S,16,E,11,44.11117172,-120.7864685,,,H
OR00580,Howard Prairie,100,76700,H-67,R-2210,Cert:79216 OR *,FEDERAL,Trib of S Fork Little Butte Creek,14,JACK,13,SW REGION,WM,38,S,4,E,32,42.21607971,-122.377182,,,H
OR00581,Emigrant,204,46700,E-1,R-2209,Cert:79215 OR *,FEDERAL,Hyatt & Howard Prairie Res,15,JACK,13,SW REGION,WM,39,S,2,E,20,42.16162872,-122.60507965,,,H
OR00582,Owyhee,417,1120000,O-3,R-1764,Cert:24706 OR *,FEDERAL,Owyhee River,11,MALH,9,E REGION,WM,22,S,45,E,20,43.64205932,-117.24272155,,,H
OR00583,McKay Reservoir (USBR),165,79000,M-3,R-584,Cert:76087 CF *,FEDERAL,McKay and Birch Creeks,7,UMAT,5,NC REGION,WM,2,N,32,E,34,45.60749053,-118.79280853,,,H
OR00584,Gerber Reservor,88,123000,G-1,X5-107,,FEDERAL,Miller Creek,14,KLAM,17,SC REGION,WM,39,S,13,E,12,42.20119857,-121.12996673,,,H
OR00585,Anderson-Rose Diversion,16,450,USBR,,,FEDERAL,Lost River,14,KLAM,17,SC REGION,WM,41,S,11,E,7,42.00999832,-121.58000183,,,S
OR00586,Lost River Diversion,41,2300,USBR,,,FEDERAL,Lost River,14,KLAM,17,SC REGION,WM,39,S,10,E,29,42.14166641,-121.67833709,,,S
OR00587,Malone Diversion Dam,32,500,USBR,,,FEDERAL,Lost River,14,KLAM,17,SC REGION,WM,41,S,14,E,18,42.00666809,-121.22305297,,,L
OR00588,Three Miles Falls (Diversion),28,300,T-52,,,FEDERAL,Umatilla River,7,UMAT,5,NC REGION,WM,5,N,28,E,28,45.88307189,-119.32530212,,,L
OR00589,Agency Valley Dam,110,66000,A-1,R-671,Cert:15713 OR *,FEDERAL,North Fork Malheur River,10,MALH,9,E REGION,WM,19,S,37,E,15,43.91110992,-118.15776824,,,H
OR00590,Cold Springs Reservoir (USBR),100,52200,C-4,X3-242,,FEDERAL,Umatilla River,7,UMAT,5,NC REGION,WM,4,N,29,E,3,45.85995864,-119.17266845,,,S
OR00591,Hyatt Reservoir,47,19700,H-2,R-214,Cert:79213 OR *,FEDERAL,Keene Creek,14,JACK,13,SW REGION,WM,39,S,3,E,16,42.17173004,-122.46794128,,,L
OR00592,Thief Valley Reservoir,66,26000,T-1,R-667,Cert:11692 OR *,FEDERAL,Powder River,9,BAKE,8,E REGION,WM,6,S,40,E,26,45.012725,-117.78099444,,,H
OR00593,Unity Reservoir,67,50000,U-2,R-726,Cert:51709 OR *,FEDERAL,Burnt River,9,BAKE,8,E REGION,WM,12,S,37,E,21,44.50376892,-118.18068695,,,H
OR00594,Bend Hydro (MirrorPond),16,100,B-99,PC-129,Cert:29581 OR *,,Deschutes River,5,DESC,11,SC REGION,WM,17,S,12,E,32,44.06180953,-121.3141632,2015-10-05,2018,S
OR00596,Willamette Falls,45,100,W-75,PC-537,,FEDERAL,Willamette River,2,CLAC,20,NW REGION,WM,2,S,2,E,31,45.35311889,-122.6178894,,,H
OR00599,Ana River Dam,60,1050,S-4,,,,Ana Springs,13,LAKE,12,SC REGION,WM,30,S,17,E,5,42.9952507,-120.74958038,2014-03-04,2020,L
OR00600,Walterville Power Intake,60,100,W-30a,PC-545,Cert:27662 OR *,FEDERAL,McKenzie River,2,LANE,2,NW REGION,WM,17,S,1,W,27,44.06999969,-122.83499908,,,L
OR00601,Indian Lake Dam,50,1214,I-8,,,FEDERAL,Jennings Creek,8,UMAT,6,E REGION,WM,2,S,34,E,27,45.36613082,-118.55310821,,,H
OR00602,Big Swamp Reservoir,10,350,B-75,X10-289,,FEDERAL,Cold Spring Creek,14,LAKE,17,SC REGION,WM,38,S,16,E,29,42.24393081,-120.84269714,,,L
OR00603,Mahon Reservoir,25,3456,M-89,X8-283,,,Camp Creek & South Fork Malheur River,10,HARN,10,E REGION,WM,28,S,35,E,10,43.15386962,-118.39910888,2012-08-15,2018,L
OR00604,Altnow Reservoir,20,122,A-19,R-257,Cert:51712 CF *,,Warm Spring Creek,10,HARN,10,E REGION,WM,20,S,36,E,4,43.86141967,-118.28939819,2009-04-28,2015,L
OR00605,Elms Reservoir,14,190,E-24,R-180,,,Trib to Job Creek,9,BAKE,8,E REGION,WM,13,S,37,E,15,44.44157028,-118.16065216,2011-07-08,2017,L
OR00606,Bennett Dam,22,250,B-59,,,,East Sutton Creek & Sheep Flat,9,BAKE,8,E REGION,WM,11,S,41,E,8,44.62390136,-117.71994781,2013-11-20,2018,L
OR00607,Spaulding-Vaughn Reservoir,10,230,V-1,X6-443,,,Elk Ck-Burlap & Juniper Gulch,9,BAKE,8,E REGION,WM,10,S,39,E,12,44.71289825,-117.87373352,2014-05-21,2021,L
OR00608,Killamacue Reservoir,11,798,K-2,X6-407,,,Killamacue Lake,9,BAKE,8,E REGION,WM,8,S,37,E,11,44.87516021,-118.14598846,2013-06-26,2016,S
OR00609,Twin Lake-Upper,10,150,T-37a,X11-211,,,West Fork Pine Creek,9,BAKE,8,E REGION,WM,6,S,45,E,18,45.03610992,-117.25608825,2010-10-21,2016,L
OR00610,Twin Lake-Lower,22,75,T-37b,X11-211,,,West Fork Pine Creek,9,BAKE,8,E REGION,WM,6,S,45,E,18,45.03638076,-117.25057983,2010-10-21,2016,L
OR00611,Beaver Creek (Union),33,650,B-3,R-8345,Cert:61437 OR *,,Beaver Creek,8,UNIO,6,E REGION,WM,5,S,37,E,8,45.14028167,-118.20471191,2010-09-15,2016,L
OR00612,Lost Creek Reservoir (COE),345,465000,L-53,R-8141,Permit: R  8141 *,FEDERAL,Rogue River,15,JACK,13,SW REGION,WM,33,S,1,E,26,42.66514968,-122.67590332,,,H
OR00613,Franzen Reservoir,31,300,T-14,,,,Off Channel,2,MARI,16,NW REGION,WM,8,S,2,W,29,44.84674835,-122.94676971,2015-07-16,2016,H
OR00614,Bear Creek Reservoir Site 3,55,500,B-51,R-5652,Permit: R  5652 *,,Bear Creek,16,DOUG,15,SW REGION,WM,22,S,6,W,35,43.61997985,-123.37278747,2015-12-01,2016,H
OR00616,McNary Dam,158,1350000,M-40,,,FEDERAL,Columbia River,7,UMAT,5,NC REGION,WM,6,N,28,E,9,45.93780136,-119.29827117,,,H
OR00617,Kennel Reservoir,27,160,K-26,R-6480,Cert:62119 OR *,,"Berry Creek, Trib to",2,POLK,16,NW REGION,WM,9,S,5,W,36,44.75168991,-123.2472763,2014-06-25,2020,S
OR00618,Walker Reservoir 2,10,200,W-83,R-5298,Cert:39182 OR *,,"South Yamhill River, Trib to",2,POLK,16,NW REGION,WM,6,S,5,W,3,45.0735588,-123.27754211,2013-04-03,2017,L
OR00619,Carty Reservoir,80,150000,C-94,R-6276,Cert:86056 OR *,,Columbia River (cooling),7,MORR,5,NC REGION,WM,3,N,24,E,33,45.69335937,-119.82057189,2015-04-01,2018,S
OR00620,Fredericks Pond,26,48,F-27,R-6229,Cert:42965 OR *,,"Mill Creek, Trib to",2,MARI,16,NW REGION,WM,4,S,1,W,22,45.20586013,-122.79564666,2015-03-12,2018,S
OR00621,Koinenia Lake Dam,40,125,K-24,R-6121,Cert:52887 OR *,,"Pudding River, Trib to",2,MARI,16,NW REGION,WM,7,S,1,W,31,44.91495132,-122.85875701,2015-10-21,2018,S
OR00622,Silver Creek Dam,65,1300,S-66,R-5948,Permit: R  5948 *,,Silver Creek,2,MARI,16,NW REGION,WM,7,S,1,W,12,44.98249053,-122.74620819,2015-09-01,2016,H
OR00623,Rock Creek (Malheur),16.5,834,R-39,R-7257,Permit: R  7257 *,FEDERAL,Rock Creek,11,MALH,9,E REGION,WM,31,S,44,E,7,42.88573074,-117.3719635,,,H
OR00624,Applegate Lake,242,82000,A-35,R-7810,Permit: R  7810 *,FEDERAL,Applegate River,15,JACK,13,SW REGION,WM,40,S,4,W,25,42.05582809,-123.11457824,,,H
OR00625,Parsnip Creek Diversion,38,475,P-61,R-6446,Cert:65105 OR *,Small,Parsnip Creek,11,MALH,9,E REGION,WM,32,S,45,E,11,42.78676986,-117.15187835,2008-10-30,,S
OR00626,Albertson s Reservoir (Malheur) (Lagoon),19,105,LG-66,R-6092,Cert:55551 OR *,CAFO,Feedlot Runoff,10,MALH,9,E REGION,WM,19,S,46,E,21,43.90810012,-117.09770965,2014-07-01,2020,L
OR00627,Sherlock Gulch,21,100,S-139,R-6277,Cert:83070 OR *,FEDERAL,Sherlock Gulch,13,LAKE,12,SC REGION,WM,33,S,24,E,5,42.74166488,-119.91500091,,,L
OR00628,Sevan Lake,40,1000,S-75,R-6091,Cert:53353 OR *,,"Silver Lake, Trib to",13,LAKE,12,SC REGION,WM,27,S,17,E,33,43.19094085,-120.71942138,2015-08-11,2021,L
OR00629,White Rock Reservoir,31,940,W-57,R-5338,,,Cox Creek,13,LAKE,12,SC REGION,WM,37,S,20,E,26,42.32794189,-120.33020782,2012-08-08,2018,L
OR00630,Walchi Reservoir,30,300,W-63,R-6575,Cert:58960 OR *,,"Columbia River, Trib to",7,UMAT,5,NC REGION,WM,4,N,29,E,4,45.86090087,-119.18659973,2015-04-02,2021,L
OR00632,Randall Reservoir #3,40,600,R-35,R-6562,,permit to store water has been cancelled,Cys Branch,14,KLAM,17,SC REGION,WM,39,S,12,E,25,42.15206146,-121.24207305,2010-11-05,,L
OR00633,Buck Butte Reservoir,25,114,B-55,R-6238,Cert:52211 OR *,,Simons Creek,14,KLAM,17,SC REGION,WM,40,S,12,E,18,42.10457992,-121.44805145,2010-12-14,2016,L
OR00634,Cherry Creek,43,95,C-68,R-7744,Cert:68549 OR *,,Cherry Creek,6,JEFF,21,NC REGION,WM,10,S,19,E,33,44.65396881,-120.45887756,2014-09-11,2020,L
OR00635,Medford Forest Nursery,15,127,M-85,R-6727,Cert:51803 OR *,FEDERAL,Jackson Creek,15,JACK,13,SW REGION,WM,37,S,2,W,15,42.35535812,-122.93289184,,,L
OR00636,Owen,31,55,O-25,R-5977,Cert:65168 OR *,,"Little Butte Creek, Trib to",15,JACK,13,SW REGION,WM,36,S,1,E,14,42.4454689,-122.6613388,2008-08-06,2014,L
OR00638,Radio Spring Reservoir (enlg.),25,105,R-58,R-6555,Cert:60985 OR *,FEDERAL,Spring,13,HARN,10,E REGION,WM,31,S,24,E,3,42.90833282,-119.84999847,,,L
OR00639,Oxbow Ranch Dam (Grant),40,90,O-17,R-6576,Cert:83531 OR *,,Squaw Creek,6,GRAN,4,NC REGION,WM,14,S,34,E,18,44.36186981,-118.67964935,2009-11-19,2015,L
OR00640,Berry Creek Dam,140,15000,B-52,R-7256,Cert:80056 OR *,,Berry Creek,16,DOUG,15,SW REGION,WM,29,S,7,W,20,43.0404396,-123.55532836,2015-12-02,2016,H
OR00642,Layton #2 Reservoir,20,400,L-29b,R-6347,Cert:51430 OR *,,Grindstone Creek,5,CROO,11,SC REGION,WM,17,S,24,E,10,44.11690902,-119.82637023,2014-08-26,2020,L
OR00643,Petes Slough,14,2000,P-60,R-7341,Cert:83108 OR *,,Petes Slough,2,COLU,20,NW REGION,WM,3,N,1,W,10,45.76007843,-122.79698944,2011-12-02,2017,L
OR00644,Porter CC Reservoir (Clackamas),21,80,P-58a+b,R-7016,Cert:51626 OR *,,Unnamed,2,CLAC,20,NW REGION,WM,4,S,2,E,22,45.20685958,-122.54528045,2011-11-17,2017,L
OR00646,Firwood Log Pond,14,116,LP-12,R-5943,Cert:53909 OR *,,Trib to Firwood Creek,3,CLAC,20,NW REGION,WM,2,S,5,E,20,45.37662124,-122.21662902,1989-11-15,,S
OR00649,Elmer Stoplog Dam (Union),10,298,E-35,R-6059,Cert:46521 OR *,,Grande Ronde River,8,UNIO,6,E REGION,WM,2,S,40,E,30,45.36212921,-117.86897277,2011-07-27,2017,L
OR00650,Fleet Reservoir 2,12,78,F-38,R-6292,Cert:64890 OR *,,Grande Ronde River (old),8,UNIO,6,E REGION,WM,2,S,39,E,24,45.38412857,-117.88353729,2012-10-26,2018,L
OR00651,Elmer Reservoir 3 (Union),14,400,E-32,R-4504,,,Grande Ronde River,8,UNIO,6,E REGION,WM,2,S,40,E,30,45.36169052,-117.84986114,2011-07-27,2017,L
OR00652,Elgin Mill Trmt. Lagoon,14,131,LG-49,R-6481,Cert:58876 OR *,,Waste Water,8,UNIO,6,E REGION,WM,1,N,39,E,16,45.5601387,-117.93921661,2011-07-26,2017,L
OR00653,Morgan Lake Dam,23,2076,M-64,R-6533,Cert:64461 OR *,,Sheep Creek & Deal Canyon,8,UNIO,6,E REGION,WM,3,S,37,E,13,45.30485153,-118.13696289,2015-04-02,2016,H
OR00654,Pyles Canyon 2,39,300,P-48,R-6733,Cert:64478 OR *,,Pyles Creek,8,UNIO,6,E REGION,WM,5,S,40,E,20,45.1182518,-117.83775329,2011-07-27,2017,L
OR00655,Howell,15,85,H-49,R-7844,Cert:58083 OR *,,"Grande Ronde River, old channel",8,UNIO,6,E REGION,WM,1,S,39,E,28,45.45471954,-117.95181274,2011-07-26,2017,L
OR00656,Dierickx,20,50,D-56,R-6062,Cert:50876 OR *,,"Dairy Creek, Trib to",2,WASH,18,NW REGION,WM,1,N,4,W,2,45.6034317,-123.14205169,2014-12-03,2017,S
OR00657,Maple Headquarters Reservoir,19,100,M-84,R-7814,Cert:57958 OR *,,"Dairy Creek, Trib to",2,WASH,18,NW REGION,WM,1,N,4,W,2,45.59701156,-123.14202117,2013-01-30,2016,S
OR00658,Painted Hills Reservoir,42,1040,M-56,R-7015,Cert:68551 OR *,,Bear and Bridge Creeks,6,WHEE,21,NC REGION,WM,10,S,20,E,25,44.66913333,-120.277625,2014-09-09,2017,L
OR00659,Olson Flashboard Dam,14,160,O-30,R-6154,Cert:51798 OR *,,Ash Swale,2,YAMH,16,NW REGION,WM,5,S,4,W,33,45.09376144,-123.19068908,2013-10-10,2016,S
OR00661,Turner Creek Reservoir,26,60,T-32,R-7245,Permit: R  7245 *,,Turner Creek,2,YAMH,16,NW REGION,WM,2,S,5,W,5,45.43119812,-123.337471,2015-11-12,2021,L
OR00662,Blue Heron Reservoir,12,98,B-90,R-7840,Cert:59043 OR *,,South Yamhill River,2,YAMH,16,NW REGION,WM,5,S,5,W,13,45.13954925,-123.25116729,2015-09-09,2021,L
OR00664,Chevally Reservoir,22,406,C-83,R-367,Cert:21029 OR *,,"Cow Creek, (offstream)",11,MALH,9,E REGION,WM,28,S,46,E,21,43.1039505,-117.1013565,2011-08-03,2017,L
OR00665,Hickey Reservoir,35,700,H-45,R-5011,Cert:44970 OR *,,Crane Creek,13,LAKE,12,SC REGION,WM,39,S,22,E,8,42.19322967,-120.15869903,2014-10-22,2020,L
OR00666,Hallinan,16,39.4,H-8,R-10908,Cert:83192 OR *,,Fosket Creek,13,LAKE,12,SC REGION,WM,41,S,24,E,14,42.01770019,-119.86477661,2011-08-05,2017,L
OR00667,Portland #1 (Mt.Tabor),30,37,P-50a,,,,Bull Run River (offstream),2,MULT,20,NW REGION,WM,1,S,2,E,5,45.50862884,-122.59327697,2015-11-12,2016,H
OR00668,Portland #3 (Washington Park),53,50,P-51a,,,,Bull Run River (offstream),2,MULT,20,NW REGION,WM,1,N,1,E,32,45.51993942,-122.70291137,2015-11-12,2016,H
OR00669,Portland #4 (Washington Park),60,54,P-51b,,,,Bull Run River (offstream),2,MULT,20,NW REGION,WM,1,S,1,E,4,45.51758956,-122.70256042,2015-11-12,2016,H
OR00670,Portland #5 (Mt.Tabor),55,153,P-50b,,,,Bull Run River (offstream),2,MULT,20,NW REGION,WM,1,S,2,E,5,45.51150131,-122.59754943,2015-11-12,2016,H
OR00671,Portland #6 (Mt.Tabor),28,230,P-50c,,,,Bull Run River (offstream),2,MULT,20,NW REGION,WM,1,S,2,E,6,45.51123046,-122.59998321,2015-11-12,2016,H
OR00672,Gibson Reservoir,21,32,G-19,R-1763,Cert:29899 OR *,,Gibson Creek,2,POLK,16,NW REGION,WM,7,S,4,W,12,44.97639083,-123.12100982,2015-03-27,2021,L
OR00673,Freeman Reservoir #3,18,74,F-35,R-8166,Cert:63732 OR *,,Salt Creek,2,YAMH,16,NW REGION,WM,5,S,4,W,29,45.10533905,-123.20883178,2011-02-03,2017,L
OR00674,Isakson Reservoir,27,29.34,I-6,R-5808,Cert:43015 OR *,,Unnamed,2,CLAC,20,NW REGION,WM,2,S,4,E,25,45.37247085,-122.2636795,2011-03-15,2017,L
OR00675,Promise Reservoir,20,85,P-49,R-8175,Cert:66883 OR *,,East Fork Sickfoot Creek,8,WALL,7,E REGION,WM,4,N,42,E,15,45.82247777,-117.551325,2011-07-11,2017,L
